2009-12-11 16:57:42 UTC+0000|[LIVE RESPONSE]| (System time)|
2009-12-11 01:27:01 UTC+0000|[SYMLINK]| Partition0->\Device\Harddisk0\DR0| POffset: 41828320/Ptr: 1/Hnd: 0
2009-12-11 01:31:09 UTC+0000|[SYMLINK]| Partition0->\Device\Harddisk1\DR2| POffset: 42464736/Ptr: 1/Hnd: 0
2009-12-11 01:27:01 UTC+0000|[SYMLINK]| FltMgr->\FileSystem\Filters\FltMgr| POffset: 45462736/Ptr: 1/Hnd: 0
2009-12-11 01:27:02 UTC+0000|[SYMLINK]| multi(0)disk(0)rdisk(0)->\Device\Harddisk0\Partition0| POffset: 45463128/Ptr: 1/Hnd: 0
2009-12-11 01:27:01 UTC+0000|[SYMLINK]| C:->\Device\HarddiskVolume1| POffset: 45463208/Ptr: 1/Hnd: 0
2009-12-11 01:27:00 UTC+0000|[SYMLINK]| WMIDataDevice->\Device\WMIDataDevice| POffset: 45497472/Ptr: 1/Hnd: 0
2009-12-11 01:27:01 UTC+0000|[SYMLINK]| DmTrace->\Device\DmControl\DmTrace| POffset: 45497624/Ptr: 1/Hnd: 0
2009-12-11 01:27:01 UTC+0000|[SYMLINK]| Scsi0:->\Device\Ide\IdePort0| POffset: 45521312/Ptr: 1/Hnd: 0
2009-12-11 01:27:02 UTC+0000|[SYMLINK]| multi(0)disk(0)rdisk(0)partition(1)->\Device\Harddisk0\Partition1| POffset: 45533776/Ptr: 1/Hnd: 0
2009-12-11 01:27:01 UTC+0000|[SYMLINK]| DmIoDaemon->\Device\DmControl\DmIoDaemon| POffset: 45541440/Ptr: 1/Hnd: 0
2009-12-11 01:27:01 UTC+0000|[SYMLINK]| PhysicalDrive0->\Device\Harddisk0\DR0| POffset: 45545584/Ptr: 1/Hnd: 0
2009-12-11 01:27:01 UTC+0000|[SYMLINK]| Root#ftdisk#0000#{53f5630e-b6bf-11d0-94f2-00a0c91efb8b}->\Device\00000003| POffset: 45557008/Ptr: 1/Hnd: 0
2009-12-11 01:28:47 UTC+0000|[SYMLINK]| NDPROXY->\Device\NDProxy| POffset: 50598176/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| DISPLAY1->\Device\Video0| POffset: 54608088/Ptr: 1/Hnd: 0
2009-12-11 01:28:05 UTC+0000|[SYMLINK]| PRN->\DosDevices\LPT1| POffset: 54608520/Ptr: 1/Hnd: 0
2009-12-11 01:28:07 UTC+0000|[SYMLINK]| 0->\BaseNamedObjects| POffset: 54979432/Ptr: 2/Hnd: 1
2009-12-11 01:28:07 UTC+0000|[SYMLINK]| Session->\Sessions\BNOLINKS| POffset: 55064704/Ptr: 1/Hnd: 0
2009-12-11 01:28:07 UTC+0000|[SYMLINK]| Global->\BaseNamedObjects| POffset: 55380040/Ptr: 1/Hnd: 0
2009-12-11 01:28:07 UTC+0000|[SYMLINK]| Local->\BaseNamedObjects| POffset: 55380248/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| CdRom0->\Device\CdRom0| POffset: 72221328/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#MS_NDISWANIP#0000#{ad498944-762f-11d0-8dcb-00c04fc3358c}->\Device\00000027| POffset: 73779288/Ptr: 1/Hnd: 0
2009-12-11 01:28:05 UTC+0000|[SYMLINK]| NUL->\Device\Null| POffset: 74552184/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| LPTENUM#MicrosoftRawPort#5&2b5bba71&0&LPT1#{811fc6a5-f728-11d0-a537-0000f8753ed1}->\Device\Parallel0| POffset: 74579440/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PCI#VEN_8086&DEV_2562&SUBSYS_01261028&REV_01#3&172e68dd&0&10#{5b45201d-f2f2-4f3b-85bb-30ff1f953599}->\Device\NTPNP_PCI0001| POffset: 74623776/Ptr: 1/Hnd: 0
2009-12-11 01:28:05 UTC+0000|[SYMLINK]| AUX->\DosDevices\COM1| POffset: 74624448/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PCI#VEN_8086&DEV_24C4&SUBSYS_01261028&REV_01#3&172e68dd&0&E9#{3abf6f2d-71c4-462a-8a92-1e6861e6af27}->\Device\NTPNP_PCI0003| POffset: 74624992/Ptr: 1/Hnd: 0
2009-12-11 01:28:05 UTC+0000|[SYMLINK]| UNC->\Device\Mup| POffset: 74781560/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| IDE#CdRomSAMSUNG_CDRW#DVD_SM-348B________________T502____#5&3a919bc3&0&0.0.0#{53f56308-b6bf-11d0-94f2-00a0c91efb8b}->\Device\Ide\IdeDeviceP1T0L0-e| POffset: 76136832/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| {F56A3083-9EA7-48AA-B6F7-6B4EF8F00F96}->\Device\{F56A3083-9EA7-48AA-B6F7-6B4EF8F00F96}| POffset: 76137112/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| {FA1B0FEA-FAD3-4EDE-A2EB-E7BE46A23D8A}->\Device\{FA1B0FEA-FAD3-4EDE-A2EB-E7BE46A23D8A}| POffset: 76138840/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| FDC#GENERIC_FLOPPY_DRIVE#5&c4ae404&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}->\Device\FloppyPDO0| POffset: 78501280/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#RDP_MOU#0000#{378de44c-56ef-11d1-bc8c-00a0c91405dd}->\Device\0000002f| POffset: 78571888/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| IDE#CdRomSAMSUNG_CDRW#DVD_SM-348B________________T502____#5&3a919bc3&0&0.0.0#{1186654d-47b8-48b9-beb9-7df113ae3c67}->\Device\Ide\IdeDeviceP1T0L0-e| POffset: 78574200/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| {3419BB8F-D4E5-4751-B60D-BD614A5E5690}->\Device\{3419BB8F-D4E5-4751-B60D-BD614A5E5690}| POffset: 78574520/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#MS_PSCHEDMP#0000#{ad498944-762f-11d0-8dcb-00c04fc3358c}->\Device\0000002a| POffset: 78574600/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#SYSTEM#0000#{4747b320-62ce-11cf-a5d6-28db04c10000}->\Device\00000030| POffset: 78574744/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| USB#ROOT_HUB#4&28fef180&0#{f18a0e88-c30c-11d0-8815-00a0c906bed8}->\Device\USBPDO-1| POffset: 78632912/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| ACPI#PNP0501#1#{86e0d1e0-8089-11d0-9ce4-08003e301f73}->\Device\00000048| POffset: 78633192/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| RdpDrDvMgr->\Device\RdpDrDvMgr| POffset: 78640216/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| USB#ROOT_HUB#4&5e88044&0#{f18a0e88-c30c-11d0-8815-00a0c906bed8}->\Device\USBPDO-2| POffset: 78640912/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PTILINK1->\Device\ParTechInc0| POffset: 78685392/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| USB#ROOT_HUB#4&389651e0&0#{f18a0e88-c30c-11d0-8815-00a0c906bed8}->\Device\USBPDO-0| POffset: 78690440/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| Ip->\Device\Ip| POffset: 78691408/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| multi(0)disk(0)fdisk(0)->\Device\Floppy0| POffset: 78693736/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| Root#MS_PSCHEDMP#0001#{ad498944-762f-11d0-8dcb-00c04fc3358c}->\Device\0000002b| POffset: 78714736/Ptr: 1/Hnd: 0
2009-12-11 01:28:06 UTC+0000|[SYMLINK]| KnownDllPath->C:\WINDOWS\system32| POffset: 78715392/Ptr: 2/Hnd: 1
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| LCD->\Device\VideoPdo0| POffset: 78721448/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| {5E614ECA-332A-4B92-9AF0-65E86C184FC1}->\Device\{5E614ECA-332A-4B92-9AF0-65E86C184FC1}| POffset: 78721768/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PTILINK3->\Device\ParTechInc2| POffset: 78725584/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PTILINK2->\Device\ParTechInc1| POffset: 78725664/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#MS_PPPOEMINIPORT#0000#{ad498944-762f-11d0-8dcb-00c04fc3358c}->\Device\00000028| POffset: 78726848/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PCI#VEN_8086&DEV_24C7&SUBSYS_01261028&REV_01#3&172e68dd&0&EA#{3abf6f2d-71c4-462a-8a92-1e6861e6af27}->\Device\NTPNP_PCI0004| POffset: 78727048/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| Volume{35019242-cc7c-11de-89d7-806d6172696f}->\Device\Floppy0| POffset: 78741712/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| HCD3->\Device\USBFDO-3| POffset: 78742416/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| IPSECDev->\Device\IPSEC| POffset: 78742880/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| DISPLAY4->\Device\Video3| POffset: 78743840/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| PCI#VEN_8086&DEV_100E&SUBSYS_002E1028&REV_02#4&3b1caf2b&0&60F0#{ad498944-762f-11d0-8dcb-00c04fc3358c}->\Device\NTPNP_PCI0011| POffset: 78750944/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#SYSTEM#0000#{ad498944-762f-11d0-8dcb-00c04fc3358c}->\Device\00000030| POffset: 79300976/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| HCD1->\Device\USBFDO-1| POffset: 79529800/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| {58094C24-B1BD-4961-8C68-7C13F7A6213C}->\Device\{58094C24-B1BD-4961-8C68-7C13F7A6213C}| POffset: 79531480/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| {05EBE906-1CBB-4AB3-8448-E3DF204AF658}->\Device\{05EBE906-1CBB-4AB3-8448-E3DF204AF658}| POffset: 79540824/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#RDP_KBD#0000#{884b96c3-56ef-11d1-bc8c-00a0c91405dd}->\Device\0000002e| POffset: 79542264/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| ACPI#GenuineIntel_-_x86_Family_15_Model_2#_0#{97fadb10-4e33-40ae-359c-8bef029dbdd0}->\Device\00000036| POffset: 79593880/Ptr: 1/Hnd: 0
2009-12-11 01:27:15 UTC+0000|[SYMLINK]| AvgAviLdr->\Device\AvgAviLdrDev| POffset: 79616696/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#MS_PTIMINIPORT#0000#{ad498944-762f-11d0-8dcb-00c04fc3358c}->\Device\0000002c| POffset: 79634872/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| A:->\Device\Floppy0| POffset: 79635200/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| USB#ROOT_HUB20#4&36326108&0#{f18a0e88-c30c-11d0-8815-00a0c906bed8}->\Device\USBPDO-3| POffset: 79636568/Ptr: 1/Hnd: 0
2009-12-11 01:27:14 UTC+0000|[SYMLINK]| HID#Vid_413c&Pid_3200#6&2cdb0f02&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}->\Device\00000051| POffset: 79637176/Ptr: 1/Hnd: 0
2009-12-11 01:27:14 UTC+0000|[SYMLINK]| HID#Vid_413c&Pid_3200#6&2cdb0f02&0&0000#{378de44c-56ef-11d1-bc8c-00a0c91405dd}->\Device\00000051| POffset: 79637568/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| NdisWan->\Device\NdisWan| POffset: 79645024/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| LPT1->\Device\Parallel0| POffset: 79645664/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| D:->\Device\CdRom0| POffset: 79696504/Ptr: 1/Hnd: 0
2009-12-11 01:29:00 UTC+0000|[SYMLINK]| USB#Vid_152d&Pid_2338#7D577AD18558#{a5dcbf10-6530-11d2-901f-00c04fb951ed}->\Device\USBPDO-5| POffset: 79696840/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| ACPI#PNP0401#4&11876118&0#{97f76ef0-f883-11d0-af1f-0000f800845c}->\Device\00000049| POffset: 80216960/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| COM1->\Device\Serial0| POffset: 80217896/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| IDE#CdRomSAMSUNG_CDRW#DVD_SM-348B________________T502____#5&3a919bc3&0&0.0.0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}->\Device\Ide\IdeDeviceP1T0L0-e| POffset: 80219528/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Volume{35019243-cc7c-11de-89d7-806d6172696f}->\Device\CdRom0| POffset: 80711272/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PCI#VEN_8086&DEV_24C2&SUBSYS_01261028&REV_01#3&172e68dd&0&E8#{3abf6f2d-71c4-462a-8a92-1e6861e6af27}->\Device\NTPNP_PCI0002| POffset: 80770136/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| NDISWANIP->\Device\NdisWanIp| POffset: 80827472/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PSched->\Device\PSched| POffset: 80875968/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| {32823F6A-EEC5-41B4-BDF7-7196947C2133}->\Device\{32823F6A-EEC5-41B4-BDF7-7196947C2133}| POffset: 80876056/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| Root#MS_L2TPMINIPORT#0000#{ad498944-762f-11d0-8dcb-00c04fc3358c}->\Device\00000026| POffset: 80878552/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| HCD0->\Device\USBFDO-0| POffset: 81048656/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| AvgTdi->\Device\AvgTdi| POffset: 81048984/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| DISPLAY2->\Device\Video1| POffset: 81096752/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| DISPLAY3->\Device\Video2| POffset: 81097056/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| Tcp->\Device\Tcp| POffset: 81097952/Ptr: 1/Hnd: 0
2009-12-11 01:27:13 UTC+0000|[SYMLINK]| Shadow->\Device\LanmanRedirector| POffset: 81098048/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| HCD2->\Device\USBFDO-2| POffset: 81099216/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| IPMULTICAST->\Device\IPMULTICAST| POffset: 81167192/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| ACPI#PNP0501#1#{4d36e978-e325-11ce-bfc1-08002be10318}->\Device\00000048| POffset: 81168432/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| ACPI#PNP0303#4&11876118&0#{884b96c3-56ef-11d1-bc8c-00a0c91405dd}->\Device\00000047| POffset: 81187400/Ptr: 1/Hnd: 0
2009-12-11 01:27:09 UTC+0000|[SYMLINK]| PCI#VEN_8086&DEV_24CD&SUBSYS_01261028&REV_01#3&172e68dd&0&EF#{3abf6f2d-71c4-462a-8a92-1e6861e6af27}->\Device\NTPNP_PCI0005| POffset: 81355200/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| IPNAT->\Device\IPNAT| POffset: 91686104/Ptr: 1/Hnd: 0
2009-12-11 01:27:14 UTC+0000|[SYMLINK]| USB#Vid_413c&Pid_3200#5&2f6f8af0&0&2#{a5dcbf10-6530-11d2-901f-00c04fb951ed}->\Device\USBPDO-4| POffset: 91743304/Ptr: 1/Hnd: 0
2009-12-11 01:27:13 UTC+0000|[SYMLINK]| fsWrap->\Device\FsWrap| POffset: 92291536/Ptr: 1/Hnd: 0
2009-12-11 01:27:10 UTC+0000|[SYMLINK]| WanArp->\Device\WANARP| POffset: 92291616/Ptr: 1/Hnd: 0
2009-12-11 01:27:15 UTC+0000|[SYMLINK]| Avg7Rs->\Device\Avg7Rs| POffset: 92867632/Ptr: 1/Hnd: 0
2009-12-11 01:28:05 UTC+0000|[SYMLINK]| MAILSLOT->\Device\MailSlot| POffset: 191009208/Ptr: 1/Hnd: 0
2009-12-11 01:28:11 UTC+0000|[SYMLINK]| Global->\Global??| POffset: 416563688/Ptr: 1/Hnd: 0
2009-12-11 01:36:52 UTC+0000|[SYMLINK]| USBSTOR#Disk&Ven_WDC_WD40&Prod_0BB-75DEA0&Rev_3E05#7D577AD18558&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}->\Device\00000053| POffset: 416675088/Ptr: 1/Hnd: 0
2009-12-11 01:35:39 UTC+0000|[SYMLINK]| Partition0->\Device\Harddisk1\DR3| POffset: 418467440/Ptr: 1/Hnd: 0
2009-12-11 01:28:10 UTC+0000|[SYMLINK]| Global->\Global??| POffset: 421601664/Ptr: 1/Hnd: 0
2009-12-11 16:56:48 UTC+0000|[SYMLINK]| Z:->\Device\LanmanRedirector\;Z:000000000000aa0b\192.168.1.1\m57| POffset: 424775272/Ptr: 1/Hnd: 0
2009-12-11 01:28:11 UTC+0000|[SYMLINK]| Ndisuio->\Device\Ndisuio| POffset: 427918560/Ptr: 1/Hnd: 0
2009-12-11 01:28:12 UTC+0000|[SYMLINK]| Global->\Global??| POffset: 428914824/Ptr: 1/Hnd: 0
2009-12-11 01:28:22 UTC+0000|[SYMLINK]| $VDMLPT1->\Device\ParallelVdm0| POffset: 433347672/Ptr: 1/Hnd: 0
2009-12-11 01:28:47 UTC+0000|[SYMLINK]| NDISTAPI->\Device\NdisTapi| POffset: 495659040/Ptr: 1/Hnd: 0
2009-08-04 15:14:34 UTC+0000|[PE HEADER (module)]| ntoskrnl.exe| Base: 0x804d7000
2008-04-13 18:31:27 UTC+0000|[PE HEADER (module)]| hal.dll| Base: 0x806ee000
2008-04-13 18:45:25 UTC+0000|[PE HEADER (module)]| HIDCLASS.SYS| Base: 0xf8788000
2009-06-24 11:18:40 UTC+0000|[PE HEADER (module)]| KSecDD.sys| Base: 0xf8432000
2008-04-13 18:57:10 UTC+0000|[PE HEADER (module)]| ipnat.sys| Base: 0xefcfc000
2008-04-13 18:39:46 UTC+0000|[PE HEADER (module)]| update.sys| Base: 0xf80dd000
2001-08-17 20:58:15 UTC+0000|[PE HEADER (module)]| dmload.sys| Base: 0xf8a3e000
2008-04-13 19:19:47 UTC+0000|[PE HEADER (module)]| raspptp.sys| Base: 0xf8708000
2008-04-13 18:32:38 UTC+0000|[PE HEADER (module)]| Msfs.SYS| Base: 0xf8880000
2008-04-13 18:41:00 UTC+0000|[PE HEADER (module)]| VolSnap.sys| Base: 0xf8558000
2008-06-20 11:51:09 UTC+0000|[PE HEADER (module)]| tcpip.sys| Base: 0xefd79000
2008-04-13 18:31:31 UTC+0000|[PE HEADER (module)]| intelppm.sys| Base: 0xf8688000
2008-04-13 18:36:33 UTC+0000|[PE HEADER (module)]| ACPI.sys| Base: 0xf84e9000
2008-04-13 18:44:39 UTC+0000|[PE HEADER (module)]| VIDEOPRT.SYS| Base: 0xf824a000
2008-04-13 18:32:38 UTC+0000|[PE HEADER (module)]| Npfs.SYS| Base: 0xf8888000
2008-04-13 18:32:58 UTC+0000|[PE HEADER (module)]| fltMgr.sys| Base: 0xf845b000
2008-04-13 18:40:27 UTC+0000|[PE HEADER (module)]| redbook.sys| Base: 0xf86d8000
2008-04-13 19:17:05 UTC+0000|[PE HEADER (module)]| Mup.sys| Base: 0xf835e000
2008-04-13 18:56:32 UTC+0000|[PE HEADER (module)]| msgpc.sys| Base: 0xf8718000
2008-04-13 18:40:12 UTC+0000|[PE HEADER (module)]| serenum.sys| Base: 0xf89d4000
2008-04-13 18:45:36 UTC+0000|[PE HEADER (module)]| usbhub.sys| Base: 0xf8758000
2008-04-13 18:32:42 UTC+0000|[PE HEADER (module)]| mrxdav.sys| Base: 0xef633000
2001-08-17 21:07:23 UTC+0000|[PE HEADER (module)]| dump_WMILIB.SYS| Base: 0xf8aa0000
2001-08-17 20:47:33 UTC+0000|[PE HEADER (module)]| Beep.SYS| Base: 0xf8a54000
2001-08-17 20:57:28 UTC+0000|[PE HEADER (module)]| mnmdd.SYS| Base: 0xf8a56000
2008-04-13 18:56:01 UTC+0000|[PE HEADER (module)]| netbios.sys| Base: 0xf8798000
2008-04-13 18:40:09 UTC+0000|[PE HEADER (module)]| parport.sys| Base: 0xf81f9000
2001-08-17 20:52:41 UTC+0000|[PE HEADER (module)]| ftdisk.sys| Base: 0xf84b9000
2001-08-17 20:55:32 UTC+0000|[PE HEADER (module)]| raspti.sys| Base: 0xf8858000
2008-04-13 19:16:34 UTC+0000|[PE HEADER (module)]| ks.sys| Base: 0xf81d6000
2008-04-13 18:55:57 UTC+0000|[PE HEADER (module)]| ndisuio.sys| Base: 0xef99c000
2004-02-10 19:17:05 UTC+0000|[PE HEADER (module)]| ialmnt5.sys| Base: 0xf825e000
2009-10-20 16:20:15 UTC+0000|[PE HEADER (module)]| HTTP.sys| Base: 0xeeee8000
2008-04-13 19:20:41 UTC+0000|[PE HEADER (module)]| ndiswan.sys| Base: 0xf81bf000
2008-04-13 18:45:34 UTC+0000|[PE HEADER (module)]| usbuhci.sys| Base: 0xf8820000
2008-04-13 18:38:36 UTC+0000|[PE HEADER (module)]| termdd.sys| Base: 0xf8728000
2008-04-13 19:16:21 UTC+0000|[PE HEADER (module)]| CLASSPNP.SYS| Base: 0xf8578000
2001-08-17 20:49:49 UTC+0000|[PE HEADER (module)]| ParVdm.SYS| Base: 0xf8a4a000
2008-04-13 18:33:27 UTC+0000|[PE HEADER (module)]| Fips.SYS| Base: 0xf87a8000
2008-04-13 19:15:44 UTC+0000|[PE HEADER (module)]| serial.sys| Base: 0xf86a8000
2008-04-13 18:45:34 UTC+0000|[PE HEADER (module)]| usbehci.sys| Base: 0xf8828000
2001-08-17 20:46:56 UTC+0000|[PE HEADER (module)]| RDPCDD.sys| Base: 0xf8a58000
2009-10-13 07:24:03 UTC+0000|[PE HEADER (module)]| avgmfx86.sys| Base: 0xf88a8000
2002-11-12 18:02:18 UTC+0000|[PE HEADER (module)]| e1000325.sys| Base: 0xf820d000
2009-09-20 15:03:04 UTC+0000|[PE HEADER (module)]| avgldx86.sys| Base: 0xefad8000
2001-08-17 20:49:10 UTC+0000|[PE HEADER (module)]| kdcom.dll| Base: 0xf8a38000
2008-04-13 18:57:31 UTC+0000|[PE HEADER (module)]| raspppoe.sys| Base: 0xf86f8000
2008-04-13 18:45:37 UTC+0000|[PE HEADER (module)]| USBSTOR.SYS| Base: 0xf8810000
2001-08-17 20:55:39 UTC+0000|[PE HEADER (module)]| rasacd.sys| Base: 0xf8a30000
2008-04-13 18:44:59 UTC+0000|[PE HEADER (module)]| watchdog.sys| Base: 0xf8928000
2001-08-17 20:47:57 UTC+0000|[PE HEADER (module)]| mouhid.sys| Base: 0xf8311000
2008-04-13 18:39:45 UTC+0000|[PE HEADER (module)]| MountMgr.sys| Base: 0xf8548000
2008-04-13 18:57:20 UTC+0000|[PE HEADER (module)]| wanarp.sys| Base: 0xf8778000
2008-04-13 18:39:46 UTC+0000|[PE HEADER (module)]| kbdclass.sys| Base: 0xf8838000
2008-04-13 18:45:27 UTC+0000|[PE HEADER (module)]| hidusb.sys| Base: 0xf8319000
2001-08-17 21:07:23 UTC+0000|[PE HEADER (module)]| WMILIB.SYS| Base: 0xf8a3a000
2008-04-13 18:57:27 UTC+0000|[PE HEADER (module)]| ndistapi.sys| Base: 0xf89dc000
2008-04-13 18:44:40 UTC+0000|[PE HEADER (module)]| vga.sys| Base: 0xf8878000
2008-04-13 18:40:29 UTC+0000|[PE HEADER (module)]| intelide.sys| Base: 0xf8a3c000
2001-08-17 20:59:40 UTC+0000|[PE HEADER (module)]| audstub.sys| Base: 0xf8bfe000
2008-04-13 18:40:48 UTC+0000|[PE HEADER (module)]| PartMgr.sys| Base: 0xf87c0000
2008-12-11 10:57:07 UTC+0000|[PE HEADER (module)]| srv.sys| Base: 0xef4a1000
2008-04-13 18:57:28 UTC+0000|[PE HEADER (module)]| NDProxy.SYS| Base: 0xf8748000
2001-08-17 20:53:12 UTC+0000|[PE HEADER (module)]| dxgthk.sys| Base: 0xf8b63000
2008-04-13 18:38:27 UTC+0000|[PE HEADER (module)]| dxg.sys| Base: 0xbf9c4000
2008-04-13 19:15:49 UTC+0000|[PE HEADER (module)]| Ntfs.sys| Base: 0xf83a5000
2008-04-13 18:40:45 UTC+0000|[PE HEADER (module)]| cdrom.sys| Base: 0xf86c8000
2008-04-13 18:36:45 UTC+0000|[PE HEADER (module)]| mssmbios.sys| Base: 0xf89fc000
2008-04-13 19:00:04 UTC+0000|[PE HEADER (module)]| TDI.SYS| Base: 0xf8848000
2001-08-17 20:49:37 UTC+0000|[PE HEADER (module)]| Fs_Rec.SYS| Base: 0xf8a52000
2008-04-13 19:17:59 UTC+0000|[PE HEADER (module)]| i8042prt.sys| Base: 0xf8698000
2001-08-17 21:02:58 UTC+0000|[PE HEADER (module)]| USBD.SYS| Base: 0xf8a50000
2001-08-17 20:49:09 UTC+0000|[PE HEADER (module)]| BOOTVID.dll| Base: 0xf8948000
2008-04-13 18:40:46 UTC+0000|[PE HEADER (module)]| disk.sys| Base: 0xf8568000
2008-04-13 19:20:59 UTC+0000|[PE HEADER (module)]| netbt.sys| Base: 0xefcd4000
